"Se congelan el sueldo de los funcionarios, pero algunos se siguen yendo de vacaciones gratis total. Top secret. @TelediarioInter 20:30","N"
"impulsivo","N"
"@iescolar @laventana Si abogados de acusados en el caso Marta del Castillo autorizaron escuchas no hay equivalencia con Garzón","N"
"¿Alguna familia necesita jueguetes? @universomartina tiene 12 para regalar.","P"
"@enriccortinhas Mil gracias por compartir Enric! Feliz noche ","P"
"razonado","P"
"innovaciones","P"
"tardia","N"
"indistintos","N"
"estupida","N"
"forasteras","N"
"abundancias","P"
"Hoy en @13tv_AlDia entrevista a Juan Moscoso, portavoz d la plataforma d apoyo a @_Rubalcaba_  21.30 . es posible la regeneración dl @PSOE ?","P"
"En apenas hora y media en @75Minutos especial del Carnaval de Cádiz! Hoy vamos a llorar de risa!","P"
"triunfos","P"
"Cenando con mi gran amigo @Kataly91","P"
"Continúa el PP  pasando factura: primero con la cifra de déficit y hoy con un juicio simbólico a los políticos. JUICIO REAL  A  CORRUPTOS.","N"
"De esto que te pones una opera, te tienes que ir a comer y no puedes quitarla. Y esta tarde, de nuevo, Muti. Y la felicidad. #OperaGroupie","P"
"abortado","N"
"@mrswxllace tres tristes trokistas pican piedra en un gulag ","N"
"horrorizadas","N"
"Resultado apoyo a la Ejecutiva @PSOE, el equipo diseñado por Rubalcaba: 80,42% #38CongresoPSOE","P"
"bendecido","P"
"Bdías. ¿Os parece lógico que un líder de UGT gane 181.000€ como consejero de un banco y encabece manis contra la reforma laboral?","N"
"toston","N"
"devaluado","N"
"valiente","P"
"panoramicos","P"
"Muchas gracias por seguirme y enhorabuena por la Tele @101TvMalaga  ;-))","P"
"opresion","N"
"Comprar en Torremolinos en Navidad tendrá un premio de 15.000 euros  http://t.co/Mr5eGo2E","P"
"En recuerdo a Manuel Broseta... RT @Rubindecendoya El Rincón de Rubín: VIDAS ROTAS EL 15 DE ENERO http://t.co/2NfeNics","P"
"dolidas","N"
"@fonzeff @malenko_ @girotix Eso me temo, mucho calor y mucha gente por todos lados, lo malo de viajar en agosto ","N"
"“@dolo_cruz: acabo de ver ""la chispa""FABULOSA!!!que gran esfuerzo el de @JoseMotatv La peli ha sido brillante!!!Eres un GRANDE!” gracias!!","P"
"refrescar","P"
"proxenetismos","N"
"incivilizada","N"
"Terminando de encargar los Reyes Magos ;-)) aquí no se cabe (@ Fnac Málaga w/ 2 others) http://t.co/ckDYCjsm","P"
"oro","P"
"Aprobado presupuesto del #Congreso para 2012. 5,2% menos que en el 2011.","N"
"seducido","P"
"improbable","N"
"serenos","P"
"Gracias a @PastoraSoler es un lujo compartir escenario contigo! #Banderablanca","P"
"profusiones","P"
"alergicas","N"
"distinguida","P"
"¿Por qué quienes ven todo claro en el 11M nos insultan tanto a quienes no nos conformamos? Si nada hay que descubrir, nada descubriremos.","N"
"Solucionaremos las necesidades que hay en Las Golondrinas y el colegio Pedro Garfia. Será un compromiso electoral cumplido en #sevillahoy","P"
"Los malos resultados de Vocento y la profundidad de la crisis de modelo y negocio de la prensa http://t.co/kMduUSLb","N"
"juiciosas","P"
"Siiii.. Lo se.. Mis Chilen@s del alma os mando todo mi corazon y mi agradecimiento. RT (cont) http://t.co/Tat8czDi","P"
"chismosos","N"
"menospreciadas","N"
"Tres años de instrucción, uno y medio de suspensión del juez Garzón, para al final concluir que no hubo nada¿ Justicia o linchamiento?","N"
"@lonchbox @ipatri @Joan_Artes @martasimonet @malabache @YouTube el dulce de leche hizo mucho daño ","N"
"hegemonicas","N"
"Esta tarde firmo #ElPrimerNaufragio en El Corte Inglés de Diagonal en Barcelona a las 6,30. Con foto y dedicatoria especial para tuiteros.","P"
"ajustables","P"
"otorgados","P"
"malandrines","N"
"distorsionar","N"
"Mejorate! Te hemos echado de menos! ;-) RT @maribelsm: no he podido ir x.salud...pero estoy con vosotros!! @_Rubalcaba_ @mariagv @patxilopez","P"
"penosamente","N"
"Buenos días a todos desde #AsambleaMadrid, que tengáis un estupendo martes :-)","P"
"extravio","N"
"crispadas","N"
"portatil","P"
"innecesariamente","N"
"castigable","N"
"... Y Rafa saluda a todo el equipo argentino. Qué talla de campeón!!","P"
"desconcertar","N"
"aplastar","N"
"mancha","N"
"sobrepasado","N"
"@ce_roses Ouch, ya no llego, a ver si para la próxima si que puedo  un saludo","N"
"@olivares_javier Intentan salvar a Lincoln como Julián con Lorca... Aparte de que es una copia descarada de MdT, no se parecen en nada ","N"
"oscurecido","N"
"desaconsejar","N"
"Este es el homenaje de la APM a nuestro socio Mingote que hoy nos ha dejado http://t.co/UG4KWdK1","P"
"torturado","N"
"Mañana a las 12 AM cine Palafox pase gratuito para followercetes de la pelicula ""Lobos de Arga"" hasta completar aforo!","P"
"3.500 anuncios, 7.000 defraudadores, cm mínimo. Es l política d vivienda d l Generalitat y el control dl fraude dl Gob? http://t.co/BDPapwv2","N"
"tempestuosas","N"
"energizar","P"
"Operación retirada de puntos de Víctor finalizada con éxito . (@ Clinica Galvez) http://t.co/2DiAHYqd","P"
"eludir","N"
"desmañadas","N"
"Buen domingo tengamos","P"
"@ViKo_LH mira hijo de puta me cago en tu puta madre JAJAJAJAJAJAJJAAJAJA ya podré ir en 2018, ya... ","N"
"Que te pare la poli para pedir papeles, y tu amiga le pida una foro: No tiene precio!!! que majo! Jaaa http://t.co/DkxX7nNV","P"
"consecuentemente","P"
"En la lucha contra la corrupción nuevas figuras por despilfarro. Primero impulso a la fiscalía y utilizar las  figuras delictivas que ya hay","N"
"Tutiteando desde Flipboard ;-))))","P"
"inadecuadamente","N"
"@Swareles, ¡muchas gracias, Carla! De momento han caído tres, así que no empieza mal el día ","P"
"Ahora que demasiada gente nos había encontrado los miércoles, @Tusique_vales vuelve al martes.","N"
"sombrio","N"
"descuidos","N"
"insidioso","N"
"talentos","P"
"¡Lo mejor de mi timeline está disponible! http://t.co/PLbGUQKc ▸ Historias del día por @cfopabloalboran @los40_spain @trendsmadrid","P"
"despoticos","N"
"Quiero enviar un cariñoso #FF a todos los voluntarios del @ppandaluz porque os estáis dejando la piel en esta campaña. ¡GRACIAS!","P"
"soberbios","N"
"3/El PP y Arenas han traido al Secretario de Edo de Medio Ambiente q ha prometido q reforma Ley Costas dará respuesta problema chiringuitos","P"
"La agrupación mas grande de Madrid,al completo con RbCb.Los 28 delegados de la agrupación de Latina elegidos en una lista única proRubalcaba","P"
"confortable","P"
"Alguien que me recomiende una app buena, bonita y  gratis para editar textos, hacerle anotaciones y demas?","P"
"@BarrosNerea Tú siempre sexy Nerea!! Qué tengas un maravilloso día! Besitos! ","P"
"Llevo como una hora repitiendo ""No debí haber bebido ese último Monster"" teniendo que madrugar 
Mi vida.","N"
"Lavrov,FM de Rusia,en Damasco.Puede reparar el error politico de ayer.El mundo Arabe contra Rusia","N"
"valiosa","P"
"desierta","N"
"morbosa","N"
"maldiseñado","N"
"deportiva","P"
"@cayo_lara has pedido perfon por quitarle derecho a voto a los paraplejicos? Desafortunado simil cuanto menos","N"
"histericas","N"
"utilizables","P"
"Ya está. Rajoy establece su calendario oficial para las próximas semanas. Los presupuestos ""realistas"" se ... http://t.co/C0LCjAML","N"
"FELIZ AÑO A TODOS!!!!! Os deseo lo mejor!???????","P"
"los numeros no salen el 0,75% de 16.000€ son 120. Hacienda dice que son 58   ¿como calculan?. Y la siguiente escala tampoco sale.","N"
"disfrutas","P"
"endulzar","P"
"chocar","N"
"balbucear","N"
"Un jurado popular declara no culpable a Francisco Camps en el caso de los trajes.Ricardo Costa también ha sido absuelto de cohecho impropio","P"
"¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ▸ Historias del día por @secundelarosa @iwanttobefreak @isaachacksimov","P"
"sudoroso","N"
"“@Eliashumprey: @Edurnity que belloo!! Son tan fieles y amistosos, te presento a mi Santi http://t.co/XXwPk7ZX”oissssssss!!!","P"
"perversamente","N"
"No me he debido expresar bien en @hora25. Intenté contar la idea de que se había debatido sobre el matrimonio gay, y que por primera vez...","N"
"A vosotros siempre ;-)) RT @90mn90d: @mariviromero Gracias! :)","P"
"fortuito","P"
"abolladuras","N"
"Tenemos un presidente que es persona non grata d su ciudad @ahorapodemos nadie s lo va a recordar c una carretera d tercera leña al mono ","N"
"apocados","N"
"#astroymas lo necesito. Se me acaba de romper   snifff snifff  gran podcast!!! saludos desde A Coruña (España)   ","N"
"@javier_andres @txarly fui idiota y pude comprarlas hace días. Parezco nuevo. ","N"
"densos","N"
".@MarianoRajoy Cuando las nubes ocultan el cielo... somos incapaces de ver otra cosa incluso de imaginar q puedan desaparecer. Desaparecerán","N"
"@agcasti y el caminante ante el mar de niebla, uno de mis cuadros favoritos en portada ","P"
"hundida","N"
"inspiracion","P"
"agujereadas","N"
"@CucoRguez Ya, estoy jugando al ratón y al gato. No solo voy, me quedo a dormir mañana en vuestro hotel. Quedamos fijo. ","P"
"repulsivas","N"
"incautas","N"
"estafadas","N"
". @Marianorajoy dice que con @JavierArenas_pp  acabará 'el manejo injusto del dinero' en la Junta http://t.co/Pqfd4szC","P"
"pegadiza","P"
"desconocidos","N"
"avergonzada","N"
"significativo","P"
"involuntarios","N"
"Carlos Floriano, de Organización del PP, ha hablado hoy en la COPE, Antena 3 TV, RNE y ABC Punto Radio. No puede hacer el chat de EL PAÍS.","N"
"¡Lo mejor de mi timeline está disponible! http://t.co/0l0HzKDb ▸ Historias del día por @joseatrujillo @eventosfera @vcordonr","P"
"armonizare","P"
"RT @lavozlibre_feed: Sanz critica el ""cinismo"" del PSOE-A y lo califica como el ""rey de los recortes"" http://t.co/zT0evQSQ","N"
"@sanchez_sonia @ManuSanchezG enhorabuena compañera y mucha muchísima suerte. un besazo","P"
"improductiva","N"
"rica","P"
"Marchas contra la reforma laboral. El cierre del 17 congreso dl PP. Los Goya. Os lo contamos en unos minutos en @informativost5 Os esperamos","N"
"Empezamos enseguida!!! Si quiere información con criterio, @TelediarioInter 20:30 es su telediario.","P"
"droga","N"
"irrelevante","N"
"diestro","P"
"Soy consciente de que estamos pidiendo un gran esfuerzo a las familias castellanomanchegas.","N"
"enfurruñadas","N"
"complementar","P"
"ficticia","N"
"imprecar","N"
"eficientemente","P"
"Tras la huelga general de hoy, mañana los Presupuestos del viernes de Dolores.","N"
"hospitalarios","P"
"altivamente","N"
"ardientes","P"
"barbaramente","N"
"hijoputa","N"
"brusco","N"
"atropellos","N"
"cayos","N"
"tenaz","P"
"carisima","N"
"150€ más el vino “@EVA__MARIA_: @pedroj_ramirez ¿ Cuanto es razonable ? Ejem. Para dos personas #gracias”","P"
"Genial crónica de @maykanavarro sobre el estreno del Ministro de Defensa Morenés en #Afganistán http://t.co/gINbRH9v","P"
"uf","N"
"descansos","N"
"dividida","N"
"desconsoladamente","N"
"infeliz","N"
"evasivas","N"
"ilimitadas","P"
"admirar","P"
"tiron","N"
"Grupos radicales de izquierda mandan balas a Monti.  http://t.co/6WpKFqBf  Espero que la izquierda no caiga en la tentación de la violencia.","N"
"caramba","P"
"vicio","N"
"Mi TL  lleno d comentarios sobre la entrevista de hoy a Pujol.Un puñado  se relame con el montaje de Quintanilla de mañana #pelíncabroncetes","N"
"oscurecida","N"
"HIJOS DE PUTA, dejad de darle rt a los otros y preguntadle a alguien por mi que no se a cuantos le he dao rt y solo ha respondido 1 ","N"
"derrotando","P"
"esclarecedor","P"
"inexorable","N"
"despidos","N"
"divergente","N"
"legitimo","P"
"Un millón para fomentar la lectura de El País en la escuela pública andaluza. Este es el pluralismo del PSOE. http://t.co/Kto0xJCj","N"
"inseguro","N"
"prominencia","P"
"generosidad","P"
"'Rebecca' tendrá una nueva versión http://t.co/ZArzE9aZ","P"
"El Rey aplaude la continuidad de Sanz Roldán al frente del CNI http://t.co/de36wUyN","P"
"inconsecuentemente","N"
"hegemonico","N"
"@_tontonina porque somos de Móstoles, salir de nuestro ambiente es difícil ","N"
"Todo mi cariño y mi admiración por @adelautrera . Leo aquí tristes comentarios machistas contra ella. Ni caso Adela. Eres valiente","P"
"encantado","P"
"perfecta","P"
"disidencia","N"
"Una cosa es jugar 11 y otra un equipo de 11.","N"
"ironicamente","N"
"La gasolina ha subido hoy en Castilla y León por un nuevo impuesto regional, el céntimo sanitario, que en realidad son 5,6 cts litro","N"
"#Otegi inhabilitado   #EsLaSentencia 
Mujeres tapadas hasta los ojos #EsSuCultura
Teneis un sentido inamovible del mundo y de la vida.","N"
"malfuncionamienta","N"
"relajada","P"
"lo malo es que faltaba su mid y acabaron haciendo remake ","N"
"Apenas me he muerto de miedo pasando por la plaza donde se hace la hoguera de San Juan toda oscura. ","N"
"abrumadas","N"
"infieles","N"
"desafortunadas","N"
"presuntuosos","N"
"imbatibles","P"
"autorizada","P"
"torcido","N"
"disgusto","N"
"boquear","N"
"#leydetransparencia opaca. Restringida la política económica y monetaria, propiedad intelectual e industrial, más allá de estándar europeos","N"
"Esto le gustará especialmente a mi @maximhuerta http://t.co/IKDNVCq8 Buen domingo!","P"
"desaliento","N"
"inofensivos","P"
"En el stand de @Huelvaturismo: un oferta de luz y sabor.","P"
"habilidades","P"
"ilimitada","P"
"Por cierto, la última vez q en España se bajaron cotizaciones a cambio d IVA fue en 1994(o95) con Solbes d ministro (y yo Jefe d Gabinete).","N"
"menoscabo","N"
"gandul","N"
"afliccion","N"
"Inaugurado el #Mercadona del ABC de Serrano. El Barrio de Salamanca se proletariza.","P"
"Tierno defendía que el progreso se basa en los pequeños gestos, más que en las grandes obras. http://t.co/YFkZI2dR","P"
"afluencias","P"
"sufrir","N"
"inarticulado","N"
"prosperas","P"
"perforada","N"
"Nuevo post en mi blog http://t.co/HPCiH1hh","P"
"insipido","N"
"resueltos","P"
"carniceras","N"
"Un beso! RT @nereaalzola Como liberal me enorgullece ver nuestra pluralidad y debate.Como católica debatimos cuando quieras! Bss","P"
"conocido","P"
"preocupado","N"
"La demora para las revisiones con los especialistas del SAS se duplica. http://t.co/5OB10cOp","N"
"probados","P"
"ayudado","P"
"Gracias a ti. RT @danielatorresgo: @AlejandroSanz  Gracias ♥ http://t.co/6Z5bhUhO","P"
"El Banco de España dará a conocer hoy sus previsiones sobre crecimiento en 2012. MAFO apuesta por una caída del PIB del1,5%","N"
"difuntas","N"
"A los q nos han llevado a una situación en la q se hace insostenible el Estado de Bienestar solo se les ocurre criticar sin dar soluciones?","N"
"@DaniRS95 somos el PACMA, a todos caemos bien pero nadie nos quiere.

Lloremos juntos ","N"
"albergar","N"
"Un poco de Resacón en Las Vegas para reirme un rato y a dormir! Goodnight!","P"
"villano","N"
"un buen trabajo...“@LaVanguardia: La NASA busca astronautas para ir a un asteroide http://t.co/o6kjfQLj”","P"
"@JorgeUfano ¡Muchas gracias por la respuesta! Cualquier cosa, aquí estamos para lo que necesites  ¡Saludos!","P"
"@sport JA JA JA JA JA  Teneis el ojino como la bandera de Japón ,hijos de la gran puta ","N"
"aturdimiento","N"
"chifladas","N"
"http://t.co/p8HGxnE1qué bonitas las fotos de la primera función en el concierto de Alicante.besos.","P"
"Por cierto, sacad las velas del fondo del armario. Hoy entran en vigor la subida de la luz, un 7%, y del gas, un 5%.","N"
"ictericas","N"
"@Aitorek @ArvenLoL yo ya en eso no me meto  sacar las cosas de contexto y llevarlas a tu terreno es algo diferente","N"
"pobre","N"
"testarudez","N"
"perturbar","N"
"obstaculizado","N"
"graciosas","N"
"berrinche","N"
"Y yo... RT @YaisaGordillo @aarbeloa17 sigo esperando el Twitter del Chori.","N"
"@pabloserrano @JesusBengoechea Madrid tiene la cultura propia de los que ""no tiene cultura propia"". Vamos, como los romanos en su tiempo ","N"
"prosperos","P"
"¡Lo mejor de mi timeline está disponible! http://t.co/nO2RpIIV ▸ Historias del día por @anesvad @manoletusgarcia @weregorentandgo @jaime_fz","P"
"Juassssssss! alternativo Luciano Alonso y Marisa Bustinduy??? de verdad pensba q no podian ni hacerse esta foto.... http://t.co/53gFjTRf","N"
"desfiladero","N"
"En el mismo Pleno q propusimos al gobierno suprimir el fondo de pensiones, planteamos regular el pago máximo en efectivo en 1.000 euros.","N"
"Mucho animo! Vamos muy muy bien!!! RT @MariajePR: Buenas ya muy cerca de Bilbo! @ElenaValenciano @_Rubalcaba_ @AAlvarezAlvarez @patxilopez","P"
"La portavoz del PSOE en el Congreso asegura que desconoce la puesta en libertad condicional del etarra","N"
"@Alex_Dieer ya ves eh, estaban amargados ","N"
"derrotadas","P"
"autonomos","P"
"villana","N"
"fundamentalismo","N"
"Aquí esperando... Los viajes suelen tener retrasos, y casi siempre es el hombre el que espera... Aunque merece la pena esperar...?","N"
"@Safreeoficial y pfff...tambien la gente me caia genial..y me da muchisima pena ","N"
"coherencia","P"
"lugubre","N"
"injusticia","N"
"hundidas","N"
"tambalearse","N"
"vagas","N"
"Recomendable articulo de @juanlusanchez sobre la ley de transparencia http://t.co/a0CYTHPI","P"
"huidizo","N"
"antipatia","N"
"Localizado el cuerpo de José Antonio Villamor en la playa de Riazor, el tercero de los héroes de la Policía","N"
"supero","P"
"abrasadora","N"
"antagonico","N"
"Rouco censura manifiesto contra reforma laboral de las org.obreras cristianas de HOAC y JOC y se acoge al ""como Dios manda de Rajoy"".","N"
"insignificantemente","N"
"Duro revés para Rajoy. No existen las derrotas dulces. (Post en el blog El Patio del Congreso) http://t.co/64HaGHan","N"
"mitos","N"
"Rajoy a Amaiur: ""El tema es muy serio. La vida y los derechos hum. Cumpliré la ley. Le pido que sea perseverante para que ETA se disuelva""","P"
"Toni Cantó, UPyD: Comisión Mixta para el estudio del problema de las Drogas 06-03-2012 http://t.co/vc36Ilj8 via @youtube","N"
"acogedores","P"
"Matas condenado a 6 años de prisión por falsedad en documento oficial, prevaricación y tráfico de influencias","N"
"Bienvenida, Olga “@chucreimi: @pedroj_ ya me he suscrito espero que me llamen para recoger mi iPad !! Estoy encantadaaaaaaaaaaaaaaaaaaa”","P"
"""No tenemos la sensación de ir a un trabajo"", din os @PIXIES 
Eu na ofi lendo o @rockdelux, tampouco a teño  https://t.co/MEG8DZVVTn","P"
"Mañana me veré las que faltan, pero la mejor de la noche no ha sido Britney vaya  Me ha decepcionado","N"
"Ya empezamos. El nuevo ministro de Economía llama crecimiento negativo a la recesión #transparenciaPP","N"
"jodidas","N"
"inflamacion","N"
"Me voy a dar un paseo x sevilla mientras @alikindoi_9 esta dando 3h seguidas de fisiologia! Jajaja animo bro!!","P"
"incredulo","N"
"Que bien esta @icacabelos en el @TelediarioInter enhorabuena pelirroja!","P"
"Una belleza para estas horas!  Te la dedico si no puedes dormir!  Emeli Sande - Daddy - Acoustic Harmony: http://t.co/j9KWFTSY vía @youtube","P"
"malcontento","N"
"hedonista","N"
"premeditado","N"
"es que todos los que dicen que los que escuchamos a ""los gemeliers"" somos adolescentes de mierda son los primeros adolescentes de mierda ","N"
"Excepcional! @rafam_simancas: @chemarubio10: GENIAL el anuncio de @Campofrio_es con homenaje a Gila. ""Cómicos"" http://t.co/jmefz24i","P"
"prodigioso","P"
"depresivas","N"
"alentadoras","P"
"#FF RT @patriestevez: @maruhuevar @JoseMacill72 @GuillermoUtrera @anaroski @mariviromero @au_auxiliadora @MSacra todos a una #votaPP oleee","P"
"sustos","N"
"convincentes","P"
"sobreactuar","N"
"Hoy no puedo más, se me cae el móvil.Hasra mañana. Buenas noches","N"
"agravio","N"
"misera","N"
"pesadamente","N"
"conocidas","P"
"plebeyas","N"
"Durán (CiU) da su apoyo al Rajoy para ""revisar"" el seguro de paro, no para ""suprimir"", aclara por si acaso... #investidura","P"
"indefensa","N"
"Manuel Villén considera «muy urgente» el aumento de la plantilla en la Fiscalía de Málaga. http://t.co/Dy2dFx7U","N"
"insatisfecho","N"
"Blanco, ministro portavoz en funciones, desacredita de forma rotunda al pte del PSE, Jesús Eguiguren:""no sabe de lo que habla, no es cierto""","N"
"Hoy un #FF enorme para todos los #bloqueadosxrecio . Vuestra voz se oye","P"
"Así que no tienen tanto para elegir... http://t.co/LQ0lx7D0","N"
"ideales","P"
"patosos","N"
"Buenos días a todos!!! Ya estamos en Abril!!! Feliz domingo!!!","P"
"Un nuevo aliciente para comprar los sábados Expansion. http://t.co/1sTyKcoA","P"
"Manjón:""Estaríamos encantados de que hubiera sido ETA y que el explosivo fuera tytadine pq así podríamos pertenecer a cualquier gobierno...""","N"
"Leo por ahí #INDULTO a #Garzón Pero... Por qué? Indulto? Q clase de país es este xd!? Condenado por unanimidad y piden indulto... Alucino!","N"
"prevenidas","N"
"Confirmado¡¡¡¡¡ El próximo 22 de abril, llegaremos a Bucarest Rumania.","P"
"La escena más famosa de ""Casablanca"" con #Rubalcaba y #Chacón, obra genial de ""Todo por la radio"" http://t.co/Ku6XSF4t @PSOE","P"
"gozosamente","P"
"descarado","N"
"vulgar","N"
"Mil gracias ;-))) RT @Andreita_ae: @mariviromero felicidadeees!! :) un besoo","P"
"autohumillacion","N"
"Por cierto, estos liberados sindicales fueron a Ferraz a montarla en la Huelga de 2010? #MiraQueMeDaQueNo","N"
"rigidez","N"
"envidiable","P"
"El Estado Autonómico necesita adaptarse, buscar fórmulas eficaces para resolver los problemas sin duplicidades ni centralismo #28F","P"
"La casa donde nací en Carabanchel, era mas pequeña...#Jackysugemela pedazo de trailer http://t.co/RnRpHabo","P"
"CiU apoya la reforma laboral del gobierno. Incluso Foro Asturias. El día en que el CIS da vendedor al PSOE ¿Habrá pacto PP/Foro? Creo que si","P"
"solido","P"
"El gobierno chino cree que el país ""no está preparado"" para protestas sociales - http://t.co/tyMt3Omq","N"
"ignorar","N"
"@vitojph ¡sí! Y me ha encantado  ¿Tú ya las visto? ¿Cuándo comentamos?","P"
"No, solo quiero bailarte la medusa loca en privado  @GuiasTacticasES","P"
"inevitablemente","N"
"Salud ya paz para vosotros en 2012 http://t.co/umBZcCuV","P"
"#FF a @RdscubreNavidad por ser una gran iniciativa que en estos momentos se necesita. Hay que recordar lo importante y verdadero!","P"
"reojo","N"
"El ministro de Hacienda, Cristobal Montoro, anuncia que el Gobierno tomara mas medidas urgentes contra el deficit esta semana. Vía rtve.es","N"
"OMG esta no he acertado, premio para Calvin que tampoco está  1 de 2 aciertos #VMAs","N"
"maldiseñada","N"
"triunfante","P"
"Felicidades a todas. Besos desde #Malaga RT @ccifuentes: Con algunas compañeras diputadas de la #AsambleaMadrid :-) http://t.co/bAUnjqjc","P"
"Dios, mañana arriba a las ocho y ya estoy con el insomnio de los co","N"
"sospechosos","N"
"Buenos dias chicos!!! Pido a los ganadores del concurso para la entradas a macumba reenvien al email eventosriver84@gmail.com los nombres  !","P"
"demoniza","N"
"Qué pobre soy no puedo ver los VMA ","N"
"Que no soy mas sociable ","N"
"brio","P"
"@miguelagaiteiro @cultrun @lozanoirene Si hay que pecar de algo, que sea de ser buena gente! ","P"
"olvidadiza","N"
"Sobre la sorprendente huída hoy en el Senado de Rajoy http://t.co/NbMvkHQP","N"
"Ghesta, los técnicos d Hacienda, calcula entre un 10 y 20% el sobrecoste d lotería premiada para blanquear dinero ¿Os suena? #amnistíafiscal","N"
"Zapatero asegura que los problemas de la socialdemocracia no están en sus valores sino en el terreno de la ... http://t.co/uvrKkECq","N"
"Poniendo a #Griñan como presidente del Psoe, @_Rubalcaba_ esta amparando los #EREs . Buena manera de empezar la regeneracion politica","N"
"La naturaleza no hace distingos por el color de la sangre: Miembro de la familia real holandesa enterrado por un alud http://t.co/s73Y3bBX","N"
"supremamente","P"
"vejestorios","N"
"Rubalcaba ha dado en la clave del problema del PSOE: ser o no ser nacional. Otra cosa es que sea él o no el más apropiado","N"
"Buenas noches a todos, ojalá llueva pronto.","P"
"fracasadas","N"
"despotismo","N"
". @Juanma_Moreno y @Mjmorito ;-))  http://t.co/TOO4JB7O","P"
"En la campaña escolar de educación vial en la que participan 3.700 niños de 62 centros, promovida por el @AytoLogrono http://t.co/D0vbef7J","P"
"@iriswextallen pues estarán viendo una serie diferente que tú y yo oye porque no hay absolutamente nada entre esos dos ","N"
"@cafelluvia Bonito rincón  ¡Qué ganas de ver la nueva web!","P"
"litigiosas","N"
"traicionera","N"
"Monago no pinta nada en Madrid. http://t.co/aNzYnQMD vía @GFVara","N"
"“@adri_22_22: #programascambiados es TT gracias a @Carlos_Latre” GRACIAS POR EL BUEN RATO AMIGOS!!;)","P"
"estupendamente","P"
"http://t.co/A2oqYJtw tengo muchas ganas de que llegue la gira de México, aquí puedes ver las fechas que tenemos.","P"
"Es decente tener un Gobierno democrático que cumpla su función politica. NO lo es tener un Gobierno que representa la #corruPPción
","N"
"pesadilla","N"
"Con los medicamentos también se pueden hacer negocios vomitivos. La trama de Dorribo. http://t.co/SC3qtrmz","N"
"pisar","N"
"tragicos","N"
"harapienta","N"
"@BubblesaurTV eso es lo peor de todo, de verdad, no se cómo no les da vergüenza, me dan ganas de llorar ","N"
"densa","N"
"prevaricar","N"
"mareado","N"
"sanar","P"
". @DiputacionMLG desbloquea obras por valor de 760.000 euros http://t.co/gf6890FZ @eliasbendodo","P"
"Es un gran honor para mí iniciar esta etapa como líder del PSOE. Espero corresponder a vuestro apoyo y confianza. Gracias y a trabajar.RbCb","P"
